line_num,line,parse,parse_all,meter,meter_all,num_parses,num_viols__bestparse,num_viols__allparses_sum,num_viols__allparses_mean,score_viols__bestparse,score_viols__allparses_sum,score_viols__allparses_mean,num_sylls,num_words,[*strength.w=>-p/1]__bestparse,[*strength.w=>-p/1]__allparses_sum,[*strength.w=>-p/1]__allparses_mean,[*stress.s=>-u/1]__bestparse,[*stress.s=>-u/1]__allparses_sum,[*stress.s=>-u/1]__allparses_mean,[*stress.w=>-p/1]__bestparse,[*stress.w=>-p/1]__allparses_sum,[*stress.w=>-p/1]__allparses_mean,[*footmin-w-resolution/1]__bestparse,[*footmin-w-resolution/1]__allparses_sum,[*footmin-w-resolution/1]__allparses_mean,[*footmin-f-resolution/1]__bestparse,[*footmin-f-resolution/1]__allparses_sum,[*footmin-f-resolution/1]__allparses_mean,hayes_score
1623,But bears it out even to the edge of doom.,but|BEARS|it.out|E|ven|TO*|the|EDGE|of|DOOM,but|BEARS|it.out|E|ven|TO*|the|EDGE|of|DOOM,wswwswswsws,wswwswswsws,1,1,1,1.0,1,1,1.0,11,10,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,5.87
1624,"If this be error and upon me prov'd,",if.this|BE.ER*|ror|AND*|u|PON|me|PROV'D,if.this|BE.ER*|ror|AND*|u|PON|me|PROV'D    IF*|this.be|ER|ror|AND*|u|PON|me|PROV'D    if|THIS*|be|ER|ror|AND*|u|PON|me|PROV'D    if.this|BE|er.ror*|AND*|u|PON|me|PROV'D,wwsswswsws,wwsswswsws    swwswswsws    wswswswsws    wwswwswsws,4,2,9,2.25,2,9,2.25,10,8,0,1,0.25,1,6,1.5,0,1,0.25,0,0,0.0,1,1,0.25,1.07
1625,"I never writ, nor no man ever lov'd.",i|NE|ver|WRIT|nor|NO|man*|E|ver|LOV'D,i|NE|ver|WRIT|nor|NO|man*|E|ver|LOV'D,wswswswsws,wswswswsws,1,1,1,1.0,1,1,1.0,10,8,0,0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,4.58
1626,"Accuse me thus: that I have scanted all,",ac|CUSE|me|THUS|that|I|have|SCAN|ted|ALL,ac|CUSE|me|THUS|that|I|have|SCAN|ted|ALL,wswswswsws,wswswswsws,1,0,0,0.0,0,0,0.0,10,8,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1.32
1627,"Wherein I should your great deserts repay,",whe|REIN|i|SHOULD|your|GREAT|de|SERTS|re|PAY,whe|REIN|i|SHOULD|your|GREAT|de|SERTS|re|PAY,wswswswsws,wswswswsws,1,0,0,0.0,0,0,0.0,10,7,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.47
1628,"Forgot upon your dearest love to call,",for|GOT|u|PON|your|DEA|rest|LOVE|to|CALL,for|GOT|u|PON|your|DEA|rest|LOVE|to|CALL,wswswswsws,wswswswsws,1,0,0,0.0,0,0,0.0,10,7,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.19
1629,Whereto all bonds do tie me day by day;,WHE|reto|ALL.BONDS*|do|TIE|me|DAY|by|DAY,WHE|reto|ALL.BONDS*|do|TIE|me|DAY|by|DAY    WHE|reto.all*|BONDS|do|TIE|me|DAY|by|DAY    WHE.RETO*|all|BONDS|do|TIE|me|DAY|by|DAY,swsswswsws,swsswswsws    swwswswsws    sswswswsws,3,1,3,1.0,1,3,1.0,10,9,0,0,0.0,0,1,0.3333333333333333,0,0,0.0,0,0,0.0,1,2,0.6666666666666666,0.38
1630,"That I have frequent been with unknown minds,",THAT|i.have|FRE|quent|BEEN|with.un*|KNOWN|minds*,THAT|i.have|FRE|quent|BEEN|with.un*|KNOWN|minds*    THAT|i.have|FRE|quent|BEEN|with.un*|KNOWN.MINDS*    that|I|have|FRE|quent|BEEN|with.un*|KNOWN|minds*    that|I|have|FRE|quent|BEEN|with.un*|KNOWN.MINDS*    THAT|i.have|FRE|quent|BEEN|with|UN*|known*|MINDS    THAT|i.have|FRE|quent|BEEN|with|UN.KNOWN*|minds*    THAT|i.have|FRE.QUENT*|been|WITH*|un|KNOWN|minds*    THAT|i.have|FRE.QUENT*|been|WITH*|un|KNOWN.MINDS*    that|I|have|FRE|quent|BEEN|with|UN*|known*|MINDS    that|I|have|FRE|quent|BEEN|with|UN.KNOWN*|minds*    that|I|have|FRE.QUENT*|been|WITH*|un|KNOWN|minds*    that|I|have|FRE.QUENT*|been|WITH*|un|KNOWN.MINDS*,swwswswwsw,swwswswwsw    swwswswwss    wswswswwsw    wswswswwss    swwswswsws    swwswswssw    swwsswswsw    swwsswswss    wswswswsws    wswswswssw    wswsswswsw    wswsswswss,12,2,32,2.6666666666666665,2,32,2.6666666666666665,10,8,0,2,0.16666666666666666,0,8,0.6666666666666666,1,8,0.6666666666666666,0,6,0.5,1,8,0.6666666666666666,1.16
1631,And given to time your own dear-purchas'd right;,and|GI|ven.to*|TIME|your.own|DEAR-DEAR|-|PURC|has'd|RIGHT,and|GI|ven.to*|TIME|your.own|DEAR-DEAR|-|PURC|has'd|RIGHT    and|GI.VEN*|to|TIME|your.own|DEAR-DEAR|-|PURC|has'd|RIGHT    and|GI|ven.to*|TIME|your.own|DEAR-DEAR.-|purchas'd|RIGHT    and|GI.VEN*|to|TIME|your.own|DEAR-DEAR.-|purchas'd|RIGHT,wswwswwswsws,wswwswwswsws    wsswswwswsws    wswwswwssws    wsswswwssws,4,1,4,1.0,1,4,1.0,12,8,0,0,0.0,0,2,0.5,0,0,0.0,0,0,0.0,1,2,0.5,5.95
1632,That I have hoisted sail to all the winds,THAT|i.have|HOIS|ted|SAIL|to|ALL|the|WINDS,THAT|i.have|HOIS|ted|SAIL|to|ALL|the|WINDS    that|I|have|HOIS|ted|SAIL|to|ALL|the|WINDS,swwswswsws,swwswswsws    wswswswsws,2,0,0,0.0,0,0,0.0,10,9,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3.27
1633,Which should transport me farthest from your sight.,which|SHOULD|trans|PORT|me|FART|hest|FROM*|your|SIGHT,which|SHOULD|trans|PORT|me|FART|hest|FROM*|your|SIGHT,wswswswsws,wswswswsws,1,1,1,1.0,1,1,1.0,10,8,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,1.16
1634,"Book both my wilfulness and errors down,",BOOK.BOTH*|my|WIL|ful|NESS*|and|ER|rors|DOWN*,BOOK.BOTH*|my|WIL|ful|NESS*|and|ER|rors|DOWN*    BOOK.BOTH*|my|WIL|ful|NESS*|and|ER|rors.down*    BOOK.BOTH*|my|WIL|ful|NESS*|and|ER.RORS*|down    book*|BOTH|my|WIL|ful|NESS*|and|ER|rors|DOWN*    book*|BOTH|my|WIL|ful|NESS*|and|ER|rors.down*    book*|BOTH|my|WIL|ful|NESS*|and|ER.RORS*|down,sswswswsws,sswswswsws    sswswswsww    sswswswssw    wswswswsws    wswswswsww    wswswswssw,6,3,18,3.0,3,18,3.0,10,7,0,0,0.0,2,10,1.6666666666666667,0,3,0.5,0,0,0.0,1,5,0.8333333333333334,4.08
1635,"And on just proof surmise, accumulate;",and.on|JUST.PROOF*|sur|MISE|ac|CU|mu|LATE,and.on|JUST.PROOF*|sur|MISE|ac|CU|mu|LATE    and|ON*|just|PROOF|sur|MISE|ac|CU|mu|LATE,wwsswswsws,wwsswswsws    wswswswsws,2,1,2,1.0,1,2,1.0,10,6,0,0,0.0,0,1,0.5,0,0,0.0,0,0,0.0,1,1,0.5,6.13
1636,"Bring me within the level of your frown,",BRING|me.wit*|HIN|the|LE|vel|OF*|your|FROWN,BRING|me.wit*|HIN|the|LE|vel|OF*|your|FROWN    BRING|me.wit*|HIN|the|LE.VEL*|of.your|FROWN    BRING|me|WIT.HIN*|the|LE|vel|OF*|your|FROWN    BRING|me|WIT.HIN*|the|LE.VEL*|of.your|FROWN    bring*|ME*|wit|HIN|the|LE|vel|OF*|your|FROWN    bring*|ME*|wit|HIN|the|LE.VEL*|of.your|FROWN,swwswswsws,swwswswsws    swwswsswws    swsswswsws    swsswsswws    wswswswsws    wswswsswws,6,2,16,2.6666666666666665,2,16,2.6666666666666665,10,8,0,0,0.0,1,10,1.6666666666666667,0,2,0.3333333333333333,0,2,0.3333333333333333,1,2,0.3333333333333333,3.5
1637,But shoot not at me in your waken'd hate;,but|SHOOT|not|AT|me|IN|your|WA|ken'd|HATE,but|SHOOT|not|AT|me|IN|your|WA|ken'd|HATE,wswswswsws,wswswswsws,1,0,0,0.0,0,0,0.0,10,9,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2.5
1638,Since my appeal says I did strive to prove,SINCE|my.ap*|PEAL|says*|I|did|STRIVE|to|PROVE,SINCE|my.ap*|PEAL|says*|I|did|STRIVE|to|PROVE    SINCE|my.ap*|PEAL.SAYS*|i.did|STRIVE|to|PROVE    since|MY*|ap|PEAL|says*|I|did|STRIVE|to|PROVE    since|MY*|ap|PEAL.SAYS*|i.did|STRIVE|to|PROVE,swwswswsws,swwswswsws    swwsswwsws    wswswswsws    wswsswwsws,4,2,8,2.0,2,8,2.0,10,9,0,0,0.0,0,2,0.5,1,2,0.5,0,0,0.0,1,4,1.0,7.05
1639,The constancy and virtue of your love.,the|CONS|tan|CY*|and|VIR|tue|OF*|your|LOVE,the|CONS|tan|CY*|and|VIR|tue|OF*|your|LOVE,wswswswsws,wswswswsws,1,2,2,2.0,2,2,2.0,10,7,0,0,0.0,2,2,2.0,0,0,0.0,0,0,0.0,0,0,0.0,1.35
1640,"Like as, to make our appetite more keen,",LIKE|as.to|MAKE|our|AP|pe|TITE|more|KEEN,LIKE|as.to|MAKE|our|AP|pe|TITE|more|KEEN,swwswswsws,swwswswsws,1,0,0,0.0,0,0,0.0,10,8,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.75
1641,With eager compounds we our palate urge;,with|EA|ger|COM|pounds|WE|our|PA|late|URGE,with|EA|ger|COM|pounds|WE|our|PA|late|URGE,wswswswsws,wswswswsws,1,0,0,0.0,0,0,0.0,10,7,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1.48
1642,"As, to prevent our maladies unseen,",as|TO*|pre|VENT|our|MA|la|DIES*|un|SEEN,as|TO*|pre|VENT|our|MA|la|DIES*|un|SEEN,wswswswsws,wswswswsws,1,2,2,2.0,2,2,2.0,10,6,0,0,0.0,2,2,2.0,0,0,0.0,0,0,0.0,0,0,0.0,0.75
1643,We sicken to shun sickness when we purge;,we|SIC|ken|TO*|shun*|SIC|kness|WHEN|we|PURGE,we|SIC|ken|TO*|shun*|SIC|kness|WHEN|we|PURGE    we|SIC|ken.to*|SHUN.SIC*|kness|WHEN|we|PURGE    we|SIC.KEN*|to|SHUN.SIC*|kness|WHEN|we|PURGE    we|SIC|ken.to*|SHUN|sic.kness*|WHEN|we|PURGE,wswswswsws,wswswswsws    wswwsswsws    wsswsswsws    wswwswwsws,4,2,10,2.5,2,10,2.5,10,8,0,1,0.25,1,2,0.5,1,2,0.5,0,1,0.25,0,4,1.0,4.1
1644,"Even so, being full of your ne'er-cloying sweetness,",E|ven.so*|BE|ing|FULL|of.your|NE'ER-NE.'|er-cloying|SWEE|tness,E|ven.so*|BE|ing|FULL|of.your|NE'ER-NE.'|er-cloying|SWEE|tness    E.VEN*|so|BE|ing|FULL|of.your|NE'ER-NE.'|er-cloying|SWEE|tness    e*|VEN*|so|BE|ing|FULL|of.your|NE'ER-NE.'|er-cloying|SWEE|tness,swwswswwsswsw,swwswswwsswsw    sswswswwsswsw    wswswswwsswsw,3,1,6,2.0,1,6,2.0,13,8,0,1,0.3333333333333333,0,2,0.6666666666666666,0,1,0.3333333333333333,0,1,0.3333333333333333,1,1,0.3333333333333333,11.32
1645,To bitter sauces did I frame my feeding;,to|BIT|ter|SAU|ces|DID|i|FRAME|my|FEE|ding,to|BIT|ter|SAU|ces|DID|i|FRAME|my|FEE|ding,wswswswswsw,wswswswswsw,1,0,0,0.0,0,0,0.0,11,8,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3.49
1646,"And, sick of welfare, found a kind of meetness",and|SICK|of|WEL|fare*|FOUND|a|KIND|of|MEE|tness,and|SICK|of|WEL|fare*|FOUND|a|KIND|of|MEE|tness,wswswswswsw,wswswswswsw,1,1,1,1.0,1,1,1.0,11,9,0,0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,7.06
1647,"To be diseas'd, ere that there was true needing.",to.be|DI.SEAS'D|ere*|THAT|there.was|TRUE.NEE*|ding,to.be|DI.SEAS'D|ere*|THAT|there.was|TRUE.NEE*|ding    to.be|DI.SEAS'D|ere*|THAT|there|WAS*|true*|NEE|ding    to.be|DI.SEAS'D|ere*|THAT|there.was|TRUE|nee.ding*,wwsswswwssw,wwsswswwssw    wwsswswswsw    wwsswswwsww,3,2,9,3.0,2,9,3.0,11,9,0,1,0.3333333333333333,0,1,0.3333333333333333,1,5,1.6666666666666667,0,1,0.3333333333333333,1,1,0.3333333333333333,7.92
1648,"Thus policy in love, to anticipate",THUS.PO*|li|CY*|in|LOVE|to.an*|TI|ci|PATE,THUS.PO*|li|CY*|in|LOVE|to.an*|TI|ci|PATE    thus*|PO|li|CY*|in|LOVE|to.an*|TI|ci|PATE    THUS.PO*|li|CY*|in|LOVE|to|AN.TI*|ci|PATE    thus*|PO|li|CY*|in|LOVE|to|AN.TI*|ci|PATE    THUS.PO*|li.cy*|IN.LOVE*|to.an*|TI|ci|PATE    thus*|PO|li.cy*|IN|love*|TO*|an|TI|ci|PATE    thus*|PO|li.cy*|IN.LOVE*|to.an*|TI|ci|PATE    thus*|PO.LI*|cy|IN|love*|TO*|an|TI|ci|PATE    THUS.PO*|li|CY*|in|LOVE|to|AN*|ti.ci*|PATE,sswswswwsws,sswswswwsws    wswswswwsws    sswswswssws    wswswswssws    sswwsswwsws    wswwswswsws    wswwsswwsws    wsswswswsws    sswswswswws,9,3,35,3.888888888888889,3,35,3.888888888888889,11,6,0,1,0.1111111111111111,1,11,1.2222222222222223,0,8,0.8888888888888888,0,5,0.5555555555555556,2,10,1.1111111111111112,4.67
1649,"The ills that were not, grew to faults assur'd,",the|ILLS.THAT*|were.not|GREW|to|FAULTS|as|SUR'D,the|ILLS.THAT*|were.not|GREW|to|FAULTS|as|SUR'D    the|ILLS|that.were|NOT.GREW*|to|FAULTS|as|SUR'D    the|ILLS|that|WERE*|not|GREW|to|FAULTS|as|SUR'D,wsswwswsws,wsswwswsws    wswwsswsws    wswswswsws,3,1,3,1.0,1,3,1.0,10,9,0,0,0.0,0,1,0.3333333333333333,0,0,0.0,0,0,0.0,1,2,0.6666666666666666,1.93
1650,And brought to medicine a healthful state,and|BROUGHT|to|ME|di|CINE*|a|HEALT|hful|STATE,and|BROUGHT|to|ME|di|CINE*|a|HEALT|hful|STATE,wswswswsws,wswswswsws,1,1,1,1.0,1,1,1.0,10,7,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,2.99
1651,"Which, rank of goodness, would by ill be cur'd;",which|RANK|of|GOO|dness|WOULD|by|ILL|be|CUR'D,which|RANK|of|GOO|dness|WOULD|by|ILL|be|CUR'D,wswswswsws,wswswswsws,1,0,0,0.0,0,0,0.0,10,9,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2.4
1652,"But thence I learn and find the lesson true,",but|THENCE|i|LEARN|and|FIND|the|LES|son|TRUE,but|THENCE|i|LEARN|and|FIND|the|LES|son|TRUE,wswswswsws,wswswswsws,1,0,0,0.0,0,0,0.0,10,9,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.6
1653,Drugs poison him that so fell sick of you.,DRUGS.POI*|son.him*|THAT|so|FELL.SICK*|of.you,DRUGS.POI*|son.him*|THAT|so|FELL.SICK*|of.you    drugs*|POI|son.him*|THAT|so|FELL.SICK*|of.you    drugs*|POI.SON*|him|THAT|so|FELL.SICK*|of.you    DRUGS.POI*|son|HIM*|that.so|FELL.SICK*|of.you    drugs*|POI|son|HIM*|that.so|FELL.SICK*|of.you    drugs*|POI.SON*|him|THAT|so|FELL|sick*|OF*|you    drugs*|POI|son|HIM*|that|SO*|fell*|SICK|of.you    drugs*|POI|son|HIM*|that.so|FELL|sick*|OF*|you    drugs*|POI.SON*|him.that|SO*|fell*|SICK|of.you,sswwswssww,sswwswssww    wswwswssww    wsswswssww    sswswwssww    wswswwssww    wsswswswsw    wswswswsww    wswswwswsw    wsswwswsww,9,3,31,3.4444444444444446,3,31,3.4444444444444446,10,9,0,0,0.0,0,11,1.2222222222222223,0,11,1.2222222222222223,0,0,0.0,3,9,1.0,9.86
1654,"What potions have I drunk of Siren tears,",what|PO|tions|HAVE|i|DRUNK|of|SI|ren|TEARS,what|PO|tions|HAVE|i|DRUNK|of|SI|ren|TEARS,wswswswsws,wswswswsws,1,0,0,0.0,0,0,0.0,10,8,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3.59
1655,"Distill'd from limbecks foul as hell within,",dis|TILL'D|from|LIM|becks|FOUL|as|HELL|wit|HIN,dis|TILL'D|from|LIM|becks|FOUL|as|HELL|wit|HIN,wswswswsws,wswswswsws,1,0,0,0.0,0,0,0.0,10,7,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.19
1656,"Applying fears to hopes, and hopes to fears,",ap|PLY|ing|FEARS|to|HOPES|and|HOPES|to|FEARS,ap|PLY|ing|FEARS|to|HOPES|and|HOPES|to|FEARS,wswswswsws,wswswswsws,1,0,0,0.0,0,0,0.0,10,8,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1.42
1657,Still losing when I saw myself to win!,STILL.LO*|sing|WHEN|i|SAW|my*|SELF|to|WIN,STILL.LO*|sing|WHEN|i|SAW|my*|SELF|to|WIN    still*|LO|sing|WHEN|i|SAW|my*|SELF|to|WIN,sswswswsws,sswswswsws    wswswswsws,2,2,4,2.0,2,4,2.0,10,8,0,0,0.0,0,0,0.0,1,3,1.5,0,0,0.0,1,1,0.5,4.68
1658,"What wretched errors hath my heart committed,",what|WRETC|hed|ER|rors|HATH|my|HEART|com|MIT|ted,what|WRETC|hed|ER|rors|HATH|my|HEART|com|MIT|ted,wswswswswsw,wswswswswsw,1,0,0,0.0,0,0,0.0,11,7,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3.68
1659,Whilst it hath thought itself so blessed never!,WHILST|it.hath|THOUGHT|i|TSELF|so|BLESSED.NE*|ver,WHILST|it.hath|THOUGHT|i|TSELF|so|BLESSED.NE*|ver    WHILST|it.hath|THOUGHT|i|TSELF|so|BLESSED|ne.ver*,swwswswssw,swwswswssw    swwswswsww,2,1,3,1.5,1,3,1.5,10,8,0,1,0.5,0,0,0.0,0,1,0.5,0,0,0.0,1,1,0.5,3.08
1660,"How have mine eyes out of their spheres been fitted,",how|HAVE|mine|EYES|out|OF*|their|SPHERES|been|FIT|ted,how|HAVE|mine|EYES|out|OF*|their|SPHERES|been|FIT|ted,wswswswswsw,wswswswswsw,1,1,1,1.0,1,1,1.0,11,10,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,9.85
1661,In the distraction of this madding fever!,in|THE*|dis|TRAC|tion|OF*|this|MAD|ding|FE|ver,in|THE*|dis|TRAC|tion|OF*|this|MAD|ding|FE|ver    IN|the.dis*|TRAC|tion|OF*|this|MAD|ding|FE|ver,wswswswswsw,wswswswswsw    swwswswswsw,2,2,4,2.0,2,4,2.0,11,7,0,0,0.0,2,3,1.5,0,0,0.0,0,0,0.0,0,1,0.5,3.17
1662,O benefit of ill! now I find true,o|BE|ne|FIT*|of|ILL|now*|I|find*|TRUE,o|BE|ne|FIT*|of|ILL|now*|I|find*|TRUE    o|BE|ne|FIT*|of|ILL.NOW*|i|FIND|true*    o|BE|ne|FIT*|of|ILL.NOW*|i|FIND.TRUE*    o|BE|ne.fit*|OF*|ill*|NOW|i|FIND.TRUE*    o|BE.NE*|fit|OF*|ill*|NOW|i|FIND.TRUE*,wswswswsws,wswswswsws    wswswsswsw    wswswsswss    wswwswswss    wsswswswss,5,3,17,3.4,3,17,3.4,10,8,0,0,0.0,1,6,1.2,2,5,1.0,0,1,0.2,0,5,1.0,10.0
1663,"That better is, by evil still made better;",that|BET|ter|IS|by|E|vil|STILL|made*|BET|ter,that|BET|ter|IS|by|E|vil|STILL|made*|BET|ter,wswswswswsw,wswswswswsw,1,1,1,1.0,1,1,1.0,11,8,0,0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,11.46
1664,"And ruin'd love, when it is built anew,",and|RUIN|'d|LOVE|when|IT|is|BUILT|a|NEW,and|RUIN|'d|LOVE|when|IT|is|BUILT|a|NEW,wswswswsws,wswswswsws,1,0,0,0.0,0,0,0.0,10,8,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1.32
1665,"Grows fairer than at first, more strong, far greater.",GROWS.FAI*|rer|THAN*|at|FIRST|more|STRONG|far*|GREA|ter,GROWS.FAI*|rer|THAN*|at|FIRST|more|STRONG|far*|GREA|ter    grows*|FAI|rer|THAN*|at|FIRST|more|STRONG|far*|GREA|ter    grows*|FAI.RER*|than.at|FIRST|more|STRONG|far*|GREA|ter    GROWS.FAI*|rer.than*|AT.FIRST*|more|STRONG|far*|GREA|ter    grows*|FAI|rer.than*|AT.FIRST*|more|STRONG|far*|GREA|ter    grows*|FAI|rer.than*|AT|first*|MORE|strong*|FAR|grea.ter*,sswswswswsw,sswswswswsw    wswswswswsw    wsswwswswsw    sswwsswswsw    wswwsswswsw    wswwswswsww,6,3,23,3.8333333333333335,3,23,3.8333333333333335,11,9,0,1,0.16666666666666666,1,3,0.5,1,12,2.0,0,0,0.0,1,7,1.1666666666666667,11.52
1666,"So I return rebuk'd to my content,",so|I|re|TURN|re|BUK'D|to.my|CON|tent,so|I|re|TURN|re|BUK'D|to.my|CON|tent,wswswswwsw,wswswswwsw,1,0,0,0.0,0,0,0.0,10,7,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.56
1667,And gain by ill thrice more than I have spent.,and|GAIN|by|ILL|thrice*|MORE|than|I|have|SPENT,and|GAIN|by|ILL|thrice*|MORE|than|I|have|SPENT    and|GAIN|by|ILL.THRICE*|more.than|I|have|SPENT,wswswswsws,wswswswsws    wswsswwsws,2,1,2,1.0,1,2,1.0,10,10,0,0,0.0,0,0,0.0,1,1,0.5,0,0,0.0,0,1,0.5,3.41
1668,"That you were once unkind befriends me now,",THAT|you.were|ONCE|un|KIND|be|FRIENDS|me|NOW,THAT|you.were|ONCE|un|KIND|be|FRIENDS|me|NOW,swwswswsws,swwswswsws,1,0,0,0.0,0,0,0.0,10,8,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.47
1669,"And for that sorrow, which I then did feel,",and.for|THAT.SOR*|row|WHICH|i|THEN|did|FEEL,and.for|THAT.SOR*|row|WHICH|i|THEN|did|FEEL    AND*|for.that|SOR|row|WHICH|i|THEN|did|FEEL    and|FOR*|that|SOR|row|WHICH|i|THEN|did|FEEL    and.for|THAT|sor.row*|WHICH|i|THEN|did|FEEL,wwsswswsws,wwsswswsws    swwswswsws    wswswswsws    wwswwswsws,4,1,5,1.25,1,5,1.25,10,9,0,1,0.25,0,2,0.5,0,1,0.25,0,0,0.0,1,1,0.25,2.49
1670,"Needs must I under my transgression bow,",NEEDS|must.i|UN|der|MY*|trans|GRES|sion|BOW,NEEDS|must.i|UN|der|MY*|trans|GRES|sion|BOW,swwswswsws,swwswswsws,1,1,1,1.0,1,1,1.0,10,7,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,4.77
1671,Unless my nerves were brass or hammer'd steel.,un|LESS|my|NERVES|were|BRASS|or|HAM|mer'd|STEEL,un|LESS|my|NERVES|were|BRASS|or|HAM|mer'd|STEEL,wswswswsws,wswswswsws,1,0,0,0.0,0,0,0.0,10,8,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.38
1672,"For if you were by my unkindness shaken,",for.if|YOU*|were.by|MY*|un|KIN|dness|SHA|ken,for.if|YOU*|were.by|MY*|un|KIN|dness|SHA|ken,wwswwswswsw,wwswwswswsw,1,2,2,2.0,2,2,2.0,11,8,0,0,0.0,2,2,2.0,0,0,0.0,0,0,0.0,0,0,0.0,9.25
1673,"As I by yours, you've pass'd a hell of time;",as|I|by|YOURS*|you've|PASS'D|a|HELL|of|TIME,as|I|by|YOURS*|you've|PASS'D|a|HELL|of|TIME    as.i|BY*|yours.you've|PASS'D|a|HELL|of|TIME,wswswswsws,wswswswsws    wwswwswsws,2,1,2,1.0,1,2,1.0,10,10,0,0,0.0,1,2,1.0,0,0,0.0,0,0,0.0,0,0,0.0,1.04
1674,"And I, a tyrant, have no leisure taken",and|I|a|TY|rant|HAVE|no*|LEI|sure|TA|ken,and|I|a|TY|rant|HAVE|no*|LEI|sure|TA|ken    and|I|a|TY|rant.have*|NO.LEI*|sure|TA|ken    and|I|a|TY.RANT*|have|NO.LEI*|sure|TA|ken,wswswswswsw,wswswswswsw    wswswwsswsw    wswsswsswsw,3,1,5,1.6666666666666667,1,5,1.6666666666666667,11,8,0,0,0.0,0,1,0.3333333333333333,1,1,0.3333333333333333,0,0,0.0,0,3,1.0,8.98
1675,To weigh how once I suffer'd in your crime.,to|WEIGH|how|ONCE|i|SUF|fer'd|IN|your|CRIME,to|WEIGH|how|ONCE|i|SUF|fer'd|IN|your|CRIME,wswswswsws,wswswswsws,1,0,0,0.0,0,0,0.0,10,9,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.56
1676,O! that our night of woe might have remember'd,o|THAT|our|NIGHT|of|WOE|might|HAVE|re|MEM|ber'd,o|THAT|our|NIGHT|of|WOE|might|HAVE|re|MEM|ber'd,wswswswswsw,wswswswswsw,1,0,0,0.0,0,0,0.0,11,9,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,5.88
1677,"My deepest sense, how hard true sorrow hits,",my|DEE|pest|SENSE|how|HARD|true*|SOR|row|HITS,my|DEE|pest|SENSE|how|HARD|true*|SOR|row|HITS,wswswswsws,wswswswsws,1,1,1,1.0,1,1,1.0,10,8,0,0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,4.17
1678,"And soon to you, as you to me, then tender'd",and|SOON|to|YOU*|as.you|TO*|me.then|TEN|der'd,and|SOON|to|YOU*|as.you|TO*|me.then|TEN|der'd    and|SOON|to.you|AS*|you|TO*|me.then|TEN|der'd    and|SOON|to.you|AS*|you.to|ME*|then|TEN|der'd    and|SOON|to.you|AS.YOU*|to.me|THEN.TEN*|der'd    and|SOON|to.you|AS.YOU*|to.me|THEN|ten.der'd*,wswswwswwsw,wswswwswwsw    wswwswswwsw    wswwswwswsw    wswwsswwssw    wswwsswwsww,5,2,14,2.8,2,14,2.8,11,10,0,1,0.2,2,8,1.6,0,1,0.2,0,1,0.2,0,3,0.6,6.55
1679,"The humble salve, which wounded bosoms fits!",the|HUM|ble|SALVE|which|WOUN|ded|BO|soms|FITS,the|HUM|ble|SALVE|which|WOUN|ded|BO|soms|FITS,wswswswsws,wswswswsws,1,0,0,0.0,0,0,0.0,10,7,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1.64
