line_num,line,parse,parse_all,meter,meter_all,num_parses,num_viols__bestparse,num_viols__allparses_sum,num_viols__allparses_mean,score_viols__bestparse,score_viols__allparses_sum,score_viols__allparses_mean,num_sylls,num_words,[*strength.w=>-p/1]__bestparse,[*strength.w=>-p/1]__allparses_sum,[*strength.w=>-p/1]__allparses_mean,[*stress.s=>-u/1]__bestparse,[*stress.s=>-u/1]__allparses_sum,[*stress.s=>-u/1]__allparses_mean,[*stress.w=>-p/1]__bestparse,[*stress.w=>-p/1]__allparses_sum,[*stress.w=>-p/1]__allparses_mean,[*footmin-w-resolution/1]__bestparse,[*footmin-w-resolution/1]__allparses_sum,[*footmin-w-resolution/1]__allparses_mean,[*footmin-f-resolution/1]__bestparse,[*footmin-f-resolution/1]__allparses_sum,[*footmin-f-resolution/1]__allparses_mean,hayes_score
608,Upon the farthest earth remov'd from thee;,u|PON|the|FART|hest|EARTH|re|MOV'D|from.thee,u|PON|the|FART|hest|EARTH|re|MOV'D|from.thee,wswswswsww,wswswswsww,1,0,0,0.0,0,0,0.0,10,7,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1.68
609,"For nimble thought can jump both sea and land,",for|NIM|ble|THOUGHT|can|JUMP|both*|SEA|and|LAND,for|NIM|ble|THOUGHT|can|JUMP|both*|SEA|and|LAND,wswswswsws,wswswswsws,1,1,1,1.0,1,1,1.0,10,9,0,0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,0.38
610,As soon as think the place where he would be.,as|SOON|as|THINK|the|PLACE|where|HE|would|BE,as|SOON|as|THINK|the|PLACE|where|HE|would|BE    as|SOON|as|THINK|the|PLACE|where|HE|would.be    as|SOON|as|THINK|the|PLACE|where.he|WOULD|be,wswswswsws,wswswswsws    wswswswsww    wswswswwsw,3,0,0,0.0,0,0,0.0,10,10,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.28
611,"But, ah! thought kills me that I am not thought,",but|AH|thought*|KILLS|me.that|I|am.not|THOUGHT,but|AH|thought*|KILLS|me.that|I|am.not|THOUGHT    but.ah|THOUGHT.KILLS*|me.that|I|am.not|THOUGHT,wswswwswws,wswswwswws    wwsswwswws,2,1,2,1.0,1,2,1.0,10,10,0,0,0.0,0,0,0.0,1,1,0.5,0,0,0.0,0,1,0.5,6.48
612,"To leap large lengths of miles when thou art gone,",to|LEAP|large*|LENGTHS|of|MI|les|WHEN|thou.art|GONE,to|LEAP|large*|LENGTHS|of|MI|les|WHEN|thou.art|GONE,wswswswswws,wswswswswws,1,1,1,1.0,1,1,1.0,11,10,0,0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,3.41
613,"But that so much of earth and water wrought,",but|THAT|so|MUCH|of|EARTH|and|WA|ter|WROUGHT,but|THAT|so|MUCH|of|EARTH|and|WA|ter|WROUGHT,wswswswsws,wswswswsws,1,0,0,0.0,0,0,0.0,10,9,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1.07
614,"I must attend, time's leisure with my moan;",i|MUST|at|TEND|time's*|LEI|sure|WITH*|my|MOAN,i|MUST|at|TEND|time's*|LEI|sure|WITH*|my|MOAN    i|MUST|at|TEND|time's*|LEI.SURE*|with.my|MOAN,wswswswsws,wswswswsws    wswswsswws,2,2,4,2.0,2,4,2.0,10,8,0,0,0.0,1,2,1.0,1,2,1.0,0,0,0.0,0,0,0.0,4.7
615,Receiving nought by elements so slow,re|CEI|ving|NOUGHT|by|E|le|MENTS*|so|SLOW,re|CEI|ving|NOUGHT|by|E|le|MENTS*|so|SLOW,wswswswsws,wswswswsws,1,1,1,1.0,1,1,1.0,10,6,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,2.99
616,"But heavy tears, badges of either's woe.",but|HEA|vy|TEARS.BAD*|ges.of*|EIT|her's|WOE,but|HEA|vy|TEARS.BAD*|ges.of*|EIT|her's|WOE    but|HEA|vy|TEARS|bad*|GES*|of|EIT|her's|WOE    but|HEA|vy.tears*|BAD.GES*|of|EIT|her's|WOE    but|HEA.VY*|tears*|BAD|ges.of*|EIT|her's|WOE    but|HEA.VY*|tears*|BAD.GES*|of|EIT|her's|WOE,wswsswwsws,wswsswwsws    wswswswsws    wswwsswsws    wsswswwsws    wsswsswsws,5,2,14,2.8,2,14,2.8,10,7,0,1,0.2,0,5,1.0,0,4,0.8,0,0,0.0,2,4,0.8,4.86
617,"The other two, slight air, and purging fire",the|OT|her|TWO|slight*|AIR|and|PUR|ging|FI|re,the|OT|her|TWO|slight*|AIR|and|PUR|ging|FI|re    the|OT|her|TWO|slight*|AIR|and|PUR|ging|FIRE,wswswswswsw,wswswswswsw    wswswswsws,2,1,2,1.0,1,2,1.0,11,8,0,0,0.0,0,0,0.0,1,2,1.0,0,0,0.0,0,0,0.0,5.3
618,"Are both with thee, wherever I abide;",are|BOTH|with|THEE*|whe|RE|ver|I|a|BIDE,are|BOTH|with|THEE*|whe|RE|ver|I|a|BIDE,wswswswsws,wswswswsws,1,1,1,1.0,1,1,1.0,10,7,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,1.32
619,"The first my thought, the other my desire,",the|FIRST|my|THOUGHT|the|OT|her|MY*|de|SI|re,the|FIRST|my|THOUGHT|the|OT|her|MY*|de|SI|re    the|FIRST|my|THOUGHT|the|OT|her|MY*|de|SIRE,wswswswswsw,wswswswswsw    wswswswsws,2,1,2,1.0,1,2,1.0,11,8,0,0,0.0,1,2,1.0,0,0,0.0,0,0,0.0,0,0,0.0,2.11
620,These present-absent with swift motion slide.,these|PRESENT-PRE|sent|-|absent|WITH*|swift*|MO|tion|SLIDE,these|PRESENT-PRE|sent|-|absent|WITH*|swift*|MO|tion|SLIDE    these|PRESENT-PRE|sent|-|absent.with*|SWIFT.MO*|tion|SLIDE    these|PRESENT-PRE|sent|-|absent.with*|SWIFT|mo.tion*|SLIDE    these|PRESENT-PRE|sent|-.ABSENT*|with|SWIFT.MO*|tion|SLIDE,wswswswsws,wswswswsws    wswswwssws    wswswwswws    wswsswssws,4,2,10,2.5,2,10,2.5,10,6,0,1,0.25,1,2,0.5,1,2,0.5,0,1,0.25,0,4,1.0,4.42
621,For when these quicker elements are gone,for|WHEN|these|QUIC|ker|E|le|MENTS*|are|GONE,for|WHEN|these|QUIC|ker|E|le|MENTS*|are|GONE,wswswswsws,wswswswsws,1,1,1,1.0,1,1,1.0,10,7,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,3.27
622,"In tender embassy of love to thee,",in|TEN|der|EM|bas|SY*|of|LOVE|to.thee,in|TEN|der|EM|bas|SY*|of|LOVE|to.thee,wswswswsww,wswswswsww,1,1,1,1.0,1,1,1.0,10,7,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,2.15
623,"My life, being made of four, with two alone",my|LIFE.BE*|ing|MADE|of|FOUR|with|TWO|a|LONE,my|LIFE.BE*|ing|MADE|of|FOUR|with|TWO|a|LONE    MY*|life*|BE|ing|MADE|of|FOUR|with|TWO|a|LONE    my|LIFE|be.ing*|MADE|of|FOUR|with|TWO|a|LONE,wsswswswsws,wsswswswsws    swswswswsws    wswwswswsws,3,1,6,2.0,1,6,2.0,11,9,0,1,0.3333333333333333,0,1,0.3333333333333333,0,2,0.6666666666666666,0,1,0.3333333333333333,1,1,0.3333333333333333,3.75
624,"Sinks down to death, oppress'd with melancholy;",SINKS|down.to|DEATH|op|PRESS'D|with|ME|lanc|HO|ly,SINKS|down.to|DEATH|op|PRESS'D|with|ME|lanc|HO|ly,swwswswswsw,swwswswswsw,1,0,0,0.0,0,0,0.0,11,7,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,7.26
625,Until life's composition be recur'd,un|TIL|life's*|COM|po|SI|tion|BE|re|CUR'D,un|TIL|life's*|COM|po|SI|tion|BE|re|CUR'D,wswswswsws,wswswswsws,1,1,1,1.0,1,1,1.0,10,5,0,0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,8.06
626,"By those swift messengers return'd from thee,",by.those|SWIFT.MES*|sen|GERS*|re|TURN'D|from.thee,by.those|SWIFT.MES*|sen|GERS*|re|TURN'D|from.thee    by|THOSE*|swift*|MES|sen|GERS*|re|TURN'D|from.thee    by.those|SWIFT|mes.sen*|GERS*|re|TURN'D|from.thee,wwsswswsww,wwsswswsww    wswswswsww    wwswwswsww,3,2,8,2.6666666666666665,2,8,2.6666666666666665,10,7,0,1,0.3333333333333333,1,4,1.3333333333333333,0,2,0.6666666666666666,0,0,0.0,1,1,0.3333333333333333,5.37
627,"Who even but now come back again, assur'd,",who|E|ven.but*|NOW|come*|BACK|a|GAIN|as|SUR'D,who|E|ven.but*|NOW|come*|BACK|a|GAIN|as|SUR'D    who|E.VEN*|but|NOW|come*|BACK|a|GAIN|as|SUR'D    WHO|e*|VEN*|but|NOW|come*|BACK|a|GAIN|as|SUR'D,wswwswswsws,wswwswswsws    wsswswswsws    swswswswsws,3,2,9,3.0,2,9,3.0,11,8,0,1,0.3333333333333333,0,2,0.6666666666666666,1,4,1.3333333333333333,0,1,0.3333333333333333,1,1,0.3333333333333333,3.32
628,"Of thy fair health, recounting it to me:",of.thy|FAIR.HEALTH*|re|COUN|ting|IT|to.me,of.thy|FAIR.HEALTH*|re|COUN|ting|IT|to.me    of|THY*|fair*|HEALTH|re|COUN|ting|IT|to.me    of.thy|FAIR|health*|RE.COUN*|ting|IT|to.me,wwsswswsww,wwsswswsww    wswswswsww    wwswsswsww,3,1,5,1.6666666666666667,1,5,1.6666666666666667,10,8,0,0,0.0,0,1,0.3333333333333333,0,2,0.6666666666666666,0,1,0.3333333333333333,1,1,0.3333333333333333,7.56
629,"This told, I joy; but then no longer glad,",this|TOLD|i|JOY|but|THEN|no*|LON|ger|GLAD,this|TOLD|i|JOY|but|THEN|no*|LON|ger|GLAD    this|TOLD|i|JOY|but.then|NO.LON*|ger|GLAD,wswswswsws,wswswswsws    wswswwssws,2,1,2,1.0,1,2,1.0,10,9,0,0,0.0,0,0,0.0,1,1,0.5,0,0,0.0,0,1,0.5,2.68
630,"I send them back again, and straight grow sad.",i|SEND|them|BACK|a|GAIN|and|STRAIGHT|grow*|SAD,i|SEND|them|BACK|a|GAIN|and|STRAIGHT|grow*|SAD,wswswswsws,wswswswsws,1,1,1,1.0,1,1,1.0,10,9,0,0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,3.13
631,"Mine eye and heart are at a mortal war,",mine|EYE|and|HEART|are|AT|a|MOR|tal|WAR,mine|EYE|and|HEART|are|AT|a|MOR|tal|WAR,wswswswsws,wswswswsws,1,0,0,0.0,0,0,0.0,10,9,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,4.72
632,How to divide the conquest of thy sight;,how|TO*|di|VIDE|the|CON|quest|OF*|thy|SIGHT,how|TO*|di|VIDE|the|CON|quest|OF*|thy|SIGHT,wswswswsws,wswswswsws,1,2,2,2.0,2,2,2.0,10,8,0,0,0.0,2,2,2.0,0,0,0.0,0,0,0.0,0,0,0.0,3.5
633,"Mine eye my heart thy picture's sight would bar,",mine|EYE|my|HEART|thy|PIC|ture's|SIGHT|would|BAR,mine|EYE|my|HEART|thy|PIC|ture's|SIGHT|would|BAR,wswswswsws,wswswswsws,1,0,0,0.0,0,0,0.0,10,9,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6.08
634,My heart mine eye the freedom of that right.,my|HEART|mine|EYE|the|FREE|dom|OF*|that|RIGHT,my|HEART|mine|EYE|the|FREE|dom|OF*|that|RIGHT    my|HEART|mine|EYE|the|FREE|dom.of*|THAT|right*    my|HEART|mine|EYE|the|FREE|dom.of*|THAT.RIGHT*,wswswswsws,wswswswsws    wswswswwsw    wswswswwss,3,1,5,1.6666666666666667,1,5,1.6666666666666667,10,9,0,0,0.0,1,1,0.3333333333333333,0,1,0.3333333333333333,0,0,0.0,0,3,1.0,1.51
635,My heart doth plead that thou in him dost lie%,my|HEART|doth|PLEAD|that.thou|IN|him.dost|LIE,my|HEART|doth|PLEAD|that.thou|IN|him.dost|LIE,wswswwswws,wswswwswws,1,0,0,0.0,0,0,0.0,10,10,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2.09
636,A closet never pierc'd with crystal eyes%,a|CLO|set|NE|ver|PIERC'D|with|CRYS|tal|EYES,a|CLO|set|NE|ver|PIERC'D|with|CRYS|tal|EYES,wswswswsws,wswswswsws,1,0,0,0.0,0,0,0.0,10,7,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0
637,"But the defendant doth that plea deny,",but|THE*|de|FEN|dant|DOTH*|that|PLEA|de|NY,but|THE*|de|FEN|dant|DOTH*|that|PLEA|de|NY    but|THE*|de|FEN|dant.doth*|THAT.PLEA*|de|NY,wswswswsws,wswswswsws    wswswwssws,2,2,5,2.5,2,5,2.5,10,7,0,0,0.0,2,3,1.5,0,0,0.0,0,0,0.0,0,2,1.0,1.35
638,And says in him thy fair appearance lies.,and|SAYS|in|HIM*|thy|FAIR|ap|PEA|rance|LIES,and|SAYS|in|HIM*|thy|FAIR|ap|PEA|rance|LIES    and|SAYS.IN*|him.thy|FAIR|ap|PEA|rance|LIES,wswswswsws,wswswswsws    wsswwswsws,2,1,2,1.0,1,2,1.0,10,8,0,0,0.0,1,1,0.5,0,0,0.0,0,0,0.0,0,1,0.5,1.07
639,To side this title is impannelled,to|SIDE|this|TI|tle|IS|im|PAN|nelled,to|SIDE|this|TI|tle|IS|im|PAN|nelled,wswswswsw,wswswswsw,1,0,0,0.0,0,0,0.0,9,6,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,5.08
640,"A quest of thoughts, all tenants to the heart;",a|QUEST|of|THOUGHTS|all|TE|nants|TO*|the|HEART,a|QUEST|of|THOUGHTS|all|TE|nants|TO*|the|HEART    a|QUEST|of|THOUGHTS|all|TE.NANTS*|to.the|HEART,wswswswsws,wswswswsws    wswswsswws,2,1,2,1.0,1,2,1.0,10,9,0,0,0.0,1,2,1.0,0,0,0.0,0,0,0.0,0,0,0.0,1.32
641,And by their verdict is determined,AND*|by.their|VER|dict|IS|de|TER|mined,AND*|by.their|VER|dict|IS|de|TER|mined    and|BY*|their|VER|dict|IS|de|TER|mined,swwswswsw,swwswswsw    wswswswsw,2,1,2,1.0,1,2,1.0,9,6,0,0,0.0,1,2,1.0,0,0,0.0,0,0,0.0,0,0,0.0,5.36
642,"The clear eye's moiety, and the dear heart's part:",the|CLEAR|eye's*|MOI|e|TY*|and.the|DEAR|heart's*|PART,the|CLEAR|eye's*|MOI|e|TY*|and.the|DEAR|heart's*|PART,wswswswwsws,wswswswwsws,1,3,3,3.0,3,3,3.0,11,9,0,0,0.0,1,1,1.0,2,2,2.0,0,0,0.0,0,0,0.0,9.85
643,"As thus; mine eye's due is thy outward part,",as|THUS|mine|EYE'S|due*|IS|thy|OU|tward|PART,as|THUS|mine|EYE'S|due*|IS|thy|OU|tward|PART    as|THUS|mine|EYE'S.DUE*|is.thy|OU|tward|PART,wswswswsws,wswswswsws    wswsswwsws,2,1,2,1.0,1,2,1.0,10,9,0,0,0.0,0,0,0.0,1,1,0.5,0,0,0.0,0,1,0.5,6.17
644,"And my heart's right, thy inward love of heart.",and.my|HEART'S.RIGHT*|thy|IN|ward|LOVE|of|HEART,and.my|HEART'S.RIGHT*|thy|IN|ward|LOVE|of|HEART    and|MY*|heart's*|RIGHT|thy|IN|ward|LOVE|of|HEART,wwsswswsws,wwsswswsws    wswswswsws,2,1,3,1.5,1,3,1.5,10,9,0,0,0.0,0,1,0.5,0,1,0.5,0,0,0.0,1,1,0.5,4.86
645,"Betwixt mine eye and heart a league is took,",be|TWIXT|mine|EYE|and|HEART|a|LEAGUE|is|TOOK,be|TWIXT|mine|EYE|and|HEART|a|LEAGUE|is|TOOK,wswswswsws,wswswswsws,1,0,0,0.0,0,0,0.0,10,9,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.38
646,And each doth good turns now unto the other:,and|EACH|doth|GOOD|turns*|NOW.UN*|to.the*|OT|her,and|EACH|doth|GOOD|turns*|NOW.UN*|to.the*|OT|her    and|EACH|doth|GOOD|turns.now*|UN|to.the*|OT|her    and|EACH|doth|GOOD.TURNS*|now*|UN|to.the*|OT|her    and|EACH|doth.good*|TURNS|now*|UN|to.the*|OT|her    and.each|DOTH*|good|TURNS|now*|UN|to.the*|OT|her    and|EACH|doth|GOOD|turns*|NOW|un*|TO*|the|OT|her    and.each|DOTH*|good|TURNS|now*|UN.TO*|the|OT|her,wswswsswwsw,wswswsswwsw    wswswwswwsw    wswsswswwsw    wswwswswwsw    wwswswswwsw    wswswswswsw    wwswswsswsw,7,3,23,3.2857142857142856,3,23,3.2857142857142856,11,9,0,1,0.14285714285714285,0,4,0.5714285714285714,1,8,1.1428571428571428,0,1,0.14285714285714285,2,9,1.2857142857142858,13.31
647,"When that mine eye is famish'd for a look,",WHEN|that.mine|EYE|is|FA|mish'd|FOR*|a|LOOK,WHEN|that.mine|EYE|is|FA|mish'd|FOR*|a|LOOK    WHEN|that.mine|EYE|is|FA.MISH'D*|for.a|LOOK    when|THAT|mine|EYE|is|FA|mish'd|FOR*|a|LOOK    when|THAT|mine|EYE|is|FA.MISH'D*|for.a|LOOK,swwswswsws,swwswswsws    swwswsswws    wswswswsws    wswswsswws,4,1,4,1.0,1,4,1.0,10,9,0,0,0.0,1,4,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0.75
648,"Or heart in love with sighs himself doth smother,",or|HEART|in|LOVE|with|SIGHS|him|SELF|doth|SMOT|her,or|HEART|in|LOVE|with|SIGHS|him|SELF|doth|SMOT|her,wswswswswsw,wswswswswsw,1,0,0,0.0,0,0,0.0,11,9,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2.99
649,"With my love's picture then my eye doth feast,",with.my|LOVE'S.PIC*|ture|THEN|my|EYE|doth|FEAST,with.my|LOVE'S.PIC*|ture|THEN|my|EYE|doth|FEAST    with|MY*|love's*|PIC|ture|THEN|my|EYE|doth|FEAST    with.my|LOVE'S|pic.ture*|THEN|my|EYE|doth|FEAST,wwsswswsws,wwsswswsws    wswswswsws    wwswwswsws,3,1,6,2.0,1,6,2.0,10,9,0,1,0.3333333333333333,0,1,0.3333333333333333,0,2,0.6666666666666666,0,1,0.3333333333333333,1,1,0.3333333333333333,4.89
650,And to the painted banquet bids my heart;,AND*|to.the|PAIN|ted|BAN|quet|BIDS|my|HEART,AND*|to.the|PAIN|ted|BAN|quet|BIDS|my|HEART    and|TO*|the|PAIN|ted|BAN|quet|BIDS|my|HEART,swwswswsws,swwswswsws    wswswswsws,2,1,2,1.0,1,2,1.0,10,8,0,0,0.0,1,2,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0.88
651,"Another time mine eye is my heart's guest,",a|NOT|her|TIME|mine|EYE|is.my|HEART'S|guest*,a|NOT|her|TIME|mine|EYE|is.my|HEART'S|guest*    a|NOT|her|TIME|mine|EYE|is.my|HEART'S.GUEST*,wswswswwsw,wswswswwsw    wswswswwss,2,1,2,1.0,1,2,1.0,10,8,0,0,0.0,0,0,0.0,1,1,0.5,0,0,0.0,0,1,0.5,6.72
652,And in his thoughts of love doth share a part:,and|IN|his|THOUGHTS|of|LOVE|doth|SHARE|a|PART,and|IN|his|THOUGHTS|of|LOVE|doth|SHARE|a|PART,wswswswsws,wswswswsws,1,0,0,0.0,0,0,0.0,10,10,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.47
653,"So, either by thy picture or my love,",so|EIT|her|BY*|thy|PIC|ture|OR*|my|LOVE,so|EIT|her|BY*|thy|PIC|ture|OR*|my|LOVE,wswswswsws,wswswswsws,1,2,2,2.0,2,2,2.0,10,8,0,0,0.0,2,2,2.0,0,0,0.0,0,0,0.0,0,0,0.0,1.16
654,"Thy self away, art present still with me;",thy|SELF|a|WAY|art|PRE|sent|STILL|with.me,thy|SELF|a|WAY|art|PRE|sent|STILL|with.me,wswswswsww,wswswswsww,1,0,0,0.0,0,0,0.0,10,8,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2.91
655,"For thou not farther than my thoughts canst move,",for.thou|NOT.FART*|her|THAN*|my|THOUGHTS|canst*|MOVE,for.thou|NOT.FART*|her|THAN*|my|THOUGHTS|canst*|MOVE    FOR*|thou.not|FART|her|THAN*|my|THOUGHTS|canst*|MOVE    for|THOU*|not|FART|her|THAN*|my|THOUGHTS|canst*|MOVE    for.thou|NOT|fart*|HER*|than.my|THOUGHTS|canst*|MOVE,wwsswswsws,wwsswswsws    swwswswsws    wswswswsws    wwswswwsws,4,3,13,3.25,3,13,3.25,10,9,0,1,0.25,1,6,1.5,1,5,1.25,0,0,0.0,1,1,0.25,0.75
656,"And I am still with them, and they with thee;",and|I|am|STILL|with|THEM*|and|THEY|with.thee,and|I|am|STILL|with|THEM*|and|THEY|with.thee,wswswswsww,wswswswsww,1,1,1,1.0,1,1,1.0,10,10,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,1.23
657,"Or, if they sleep, thy picture in my sight",or.if|THEY.SLEEP*|thy|PIC|ture|IN|my|SIGHT,or.if|THEY.SLEEP*|thy|PIC|ture|IN|my|SIGHT    OR*|if.they|SLEEP|thy|PIC|ture|IN|my|SIGHT    or|IF*|they|SLEEP|thy|PIC|ture|IN|my|SIGHT,wwsswswsws,wwsswswsws    swwswswsws    wswswswsws,3,1,3,1.0,1,3,1.0,10,9,0,0,0.0,0,2,0.6666666666666666,0,0,0.0,0,0,0.0,1,1,0.3333333333333333,4.72
658,"Awakes my heart, to heart's and eye's delight.",a|WAKES|my|HEART|to|HEART'S|and|EYE'S|de|LIGHT,a|WAKES|my|HEART|to|HEART'S|and|EYE'S|de|LIGHT,wswswswsws,wswswswsws,1,0,0,0.0,0,0,0.0,10,8,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1.23
659,"How careful was I when I took my way,",how|CA|reful.was*|I|when.i|TOOK|my|WAY,how|CA|reful.was*|I|when.i|TOOK|my|WAY    how|CA|reful|WAS*|i|WHEN|i|TOOK|my|WAY,wswwswwsws,wswwswwsws    wswswswsws,2,1,2,1.0,1,2,1.0,10,9,0,0,0.0,0,1,0.5,0,0,0.0,0,0,0.0,1,1,0.5,2.5
660,"Each trifle under truest bars to thrust,",each|TRI|fle|UN|der|TRU|est|BARS|to|THRUST,each|TRI|fle|UN|der|TRU|est|BARS|to|THRUST,wswswswsws,wswswswsws,1,0,0,0.0,0,0,0.0,10,7,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.79
661,That to my use it might unused stay,THAT|to.my|USE|it|MIGHT|u|NUSED|stay*,THAT|to.my|USE|it|MIGHT|u|NUSED|stay*    THAT|to.my|USE|it|MIGHT|u|NUSED.STAY*,swwswswsw,swwswswsw    swwswswss,2,1,2,1.0,1,2,1.0,9,8,0,0,0.0,0,0,0.0,1,1,0.5,0,0,0.0,0,1,0.5,3.08
662,"From hands of falsehood, in sure wards of trust!",from|HANDS|of|FAL.SEHOOD*|in|SURE.WARDS*|of|TRUST,from|HANDS|of|FAL.SEHOOD*|in|SURE.WARDS*|of|TRUST    from|HANDS|of|FAL|sehood*|IN|sure*|WARDS|of|TRUST    from|HANDS|of|FAL|sehood.in*|SURE.WARDS*|of|TRUST,wswsswssws,wswsswssws    wswswswsws    wswswwssws,3,2,7,2.3333333333333335,2,7,2.3333333333333335,10,9,0,0,0.0,0,0,0.0,0,3,1.0,1,1,0.3333333333333333,1,3,1.0,8.93
663,"But thou, to whom my jewels trifles are,",BUT*|thou.to|WHOM|my|JE|wels|TRI|fles|ARE*,BUT*|thou.to|WHOM|my|JE|wels|TRI|fles|ARE*    BUT*|thou.to|WHOM|my|JE|wels|TRI|fles.are*    BUT*|thou.to|WHOM|my|JE|wels|TRI.FLES*|are    but|THOU*|to|WHOM|my|JE|wels|TRI|fles|ARE*    but|THOU*|to|WHOM|my|JE|wels|TRI|fles.are*    but|THOU*|to|WHOM|my|JE|wels|TRI.FLES*|are    but.thou|TO*|whom.my|JE|wels|TRI|fles|ARE*    but.thou|TO*|whom.my|JE|wels|TRI|fles.are*    but.thou|TO*|whom.my|JE|wels|TRI.FLES*|are,swwswswsws,swwswswsws    swwswswsww    swwswswssw    wswswswsws    wswswswsww    wswswswssw    wwswwswsws    wwswwswsww    wwswwswssw,9,2,18,2.0,2,18,2.0,10,8,0,0,0.0,2,15,1.6666666666666667,0,0,0.0,0,0,0.0,0,3,0.3333333333333333,7.59
664,"Most worthy comfort, now my greatest grief,",most|WORT|hy|COM|fort|NOW|my|GREA|test|GRIEF,most|WORT|hy|COM|fort|NOW|my|GREA|test|GRIEF,wswswswsws,wswswswsws,1,0,0,0.0,0,0,0.0,10,7,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1.93
665,"Thou best of dearest, and mine only care,",thou|BEST|of|DEA|rest|AND*|mine|ON|ly|CARE,thou|BEST|of|DEA|rest|AND*|mine|ON|ly|CARE    thou|BEST|of|DEA.REST*|and.mine|ON|ly|CARE,wswswswsws,wswswswsws    wswsswwsws,2,1,2,1.0,1,2,1.0,10,8,0,0,0.0,1,2,1.0,0,0,0.0,0,0,0.0,0,0,0.0,2.21
666,Art left the prey of every vulgar thief.,art|LEFT|the|PREY|of|E|very|VUL|gar|THIEF,art|LEFT|the|PREY|of|E|very|VUL|gar|THIEF,wswswswsws,wswswswsws,1,0,0,0.0,0,0,0.0,10,8,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0
667,"Thee have I not lock'd up in any chest,",thee|HAVE|i.not|LOCK'D|up.in|A|ny|CHEST,thee|HAVE|i.not|LOCK'D|up.in|A|ny|CHEST    thee.have|I|not|LOCK'D|up.in|A|ny|CHEST,wswwswwsws,wswwswwsws    wwswswwsws,2,0,0,0.0,0,0,0.0,10,9,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,8.45
668,"Save where thou art not, though I feel thou art,",SAVE.WHERE*|thou.art|NOT|though.i|FEEL|thou|ART,SAVE.WHERE*|thou.art|NOT|though.i|FEEL|thou|ART    save*|WHERE|thou.art|NOT|though.i|FEEL|thou|ART    SAVE.WHERE*|thou.art|NOT|though.i|FEEL|thou.art    save*|WHERE|thou.art|NOT|though.i|FEEL|thou.art    SAVE|where.thou|ART.NOT*|though.i|FEEL|thou|ART    SAVE|where.thou|ART.NOT*|though.i|FEEL|thou.art    SAVE|where.thou|ART|not.though|I.FEEL*|thou|ART    SAVE|where.thou|ART|not.though|I.FEEL*|thou.art    SAVE|where.thou|ART|not|THOUGH*|i|FEEL|thou|ART    SAVE|where.thou|ART|not|THOUGH*|i|FEEL|thou.art    SAVE|where|THOU*|art|NOT|though.i|FEEL|thou|ART    SAVE|where|THOU*|art|NOT|though.i|FEEL|thou.art,sswwswwsws,sswwswwsws    wswwswwsws    sswwswwsww    wswwswwsww    swwsswwsws    swwsswwsww    swwswwssws    swwswwssww    swwswswsws    swwswswsww    swswswwsws    swswswwsww,12,1,12,1.0,1,12,1.0,10,10,0,0,0.0,0,4,0.3333333333333333,0,2,0.16666666666666666,0,0,0.0,1,6,0.5,6.1
